id,site.lat,site.lng,site.vs30,building.year_of_construction,building.num_stories,building.building_type_id,building.occupancy_id,building.total_area_ft,building.building_ht_ft,hazard.return_periods
SF201006.0008113,37.78800091,-122.3932029,180,1921,3,C2a,10,14430,38,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0135041,37.78662645,-122.3944723,275,1906,3,W1a,7,3102,37,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0012284,37.78592701,-122.3943812,800,1908,3,W2a,7,10281,37,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0015925,37.78572514,-122.3941589,800,1928,3,W2a,7,8307,38,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003470,37.78676474,-122.3946781,275,1901,3,RM2a,1,28158,41,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003066,37.78555448,-122.3929491,800,1930,3,C1b,1,30795,32,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0165173,37.78743492,-122.390329,800,1991,3,S1a,7,882,32,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003130,37.78751472,-122.3900259,800,1929,3,C2c,9,30273,31,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005947,37.78806282,-122.3889929,180,1939,3,RM2a,1,18222,34,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001282,37.78837971,-122.3893531,180,1996,3,W2a,7,61596,36,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0162460,37.78829831,-122.4066323,275,1921,3,RM2a,,1275,35,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0071746,37.79577412,-122.4067932,550,1907,2,RM2a,3,2916,23,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0014298,37.79546396,-122.4069513,550,1907,2,RM2a,7,6032,28,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0162945,37.79575152,-122.4069786,550,1907,2,RM2a,11,800,25,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0032290,37.79589474,-122.4053724,550,1906,2,RM2a,7,3808,29,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0018680,37.79569366,-122.4053001,550,1922,2,C1a,1,4974,21,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0012732,37.79559541,-122.4053211,550,1911,2,C1b,9,6646,27,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0014478,37.795481,-122.4051945,550,1908,2,C1a,1,5978,28,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0021866,37.79587853,-122.4064768,550,1906,2,C2b,1,4542,28,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0138566,37.79539997,-122.4061727,550,1907,2,W1a,7,2014,29,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0014950,37.79568567,-122.4059266,550,1907,2,RM2a,7,5824,28,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0049538,37.7957384,-122.4056509,550,1908,2,RM2a,6,3288,26,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004748,37.79568119,-122.4038221,275,1913,2,C2a,9,14650,29,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0103589,37.79591373,-122.4029171,275,1900,2,RM2a,1,2502,29,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002950,37.79583077,-122.4024953,275,1940,2,C2a,1,21244,28,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004045,37.79629966,-122.4024008,275,1853,2,RM2a,1,16428,29,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0031858,37.79599328,-122.402938,275,1900,2,RM2a,1,3828,24,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000223,37.79552029,-122.3998485,275,1967,2,C1a,1,119812,27,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0000237,37.79569757,-122.3985772,275,1967,2,C1b,9,116628,29,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0008620,37.79555245,-122.4011059,275,1907,2,C1a,9,9188,25,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0117009,37.79480774,-122.4044352,275,1922,2,C1b,9,2336,26,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0135205,37.79504445,-122.4062312,550,1909,2,RM2a,1,2066,27,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0015951,37.79487131,-122.4065798,550,1969,2,C2b,1,5530,20,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0151260,37.79485025,-122.4075718,550,1900,2,RM2a,7,1698,28,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0093568,37.79485591,-122.4075053,550,1906,2,C1b,9,2630,28,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0077439,37.79491102,-122.4073565,550,1907,2,C2a,1,2840,24,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0016428,37.79409424,-122.4063862,275,1907,2,C2a,9,5418,25,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0007671,37.79352669,-122.4075433,275,1924,2,RM2a,9,10042,24,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0015805,37.79412926,-122.4049125,275,1910,2,C1a,9,5572,21,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0074905,37.79380379,-122.4055644,275,1907,2,RM2a,11,2872,20,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0152448,37.79381629,-122.4054671,275,1907,2,RM2a,7,1658,28,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0009266,37.79381312,-122.4052901,275,1907,2,RM2a,7,8674,29,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0160409,37.79379702,-122.4049113,275,1946,2,RM2a,,1064,25,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0165165,37.79391579,-122.4049302,275,1905,2,RM2a,,588,19,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0024849,37.79409539,-122.4050541,275,1907,2,C1b,4,4264,28,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0114584,37.79401939,-122.4056434,275,1907,2,RM2a,7,2366,28,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0123488,37.79373977,-122.4043543,275,1916,2,RM2a,7,2250,29,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0036106,37.79381395,-122.4044285,275,1908,2,RM2a,9,3650,24,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0019572,37.79393246,-122.4044396,275,1906,2,RM2a,9,4836,20,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0034584,37.79435307,-122.4045437,275,1906,2,C1a,9,3712,29,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0116740,37.79434177,-122.4044366,275,1906,2,RM2a,9,2340,22,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0008904,37.7942768,-122.4016295,275,1908,2,S2c,9,8950,24,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0012942,37.79442988,-122.3968139,275,1966,2,RM2a,9,6558,25,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0007495,37.79387564,-122.3992219,275,1994,2,S1a,9,10204,27,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0062079,37.7937205,-122.4007102,275,1907,2,S2c,1,3058,20,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003386,37.7930021,-122.4063383,275,1908,2,C1a,1,19200,28,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0031188,37.7931956,-122.4063172,275,1907,2,RM2a,1,3862,26,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0005311,37.79202557,-122.406104,800,1906,2,RM2a,7,13378,23,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0023446,37.79184404,-122.4060229,800,1909,2,C2a,9,4388,25,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0014630,37.79187109,-122.4063588,800,1908,2,S1a,6,5932,20,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0052782,37.79228931,-122.4056774,800,1958,2,RM2a,1,3222,29,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0011044,37.791169,-122.4038706,275,1907,2,C2b,9,7508,25,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0122760,37.79114825,-122.4035805,275,1924,2,RM2a,9,2260,25,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0103904,37.79120569,-122.4035931,275,1908,2,RM2a,9,2498,25,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0013287,37.79131732,-122.4036155,275,1926,2,RM2a,9,6404,26,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0018091,37.79102144,-122.4054101,800,1920,2,C1a,1,5074,28,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0017728,37.79111262,-122.4054695,800,1920,2,S2b,9,5142,25,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0110145,37.79085154,-122.405794,800,1910,2,RM2a,1,2422,26,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0012096,37.78994609,-122.4050697,275,1919,2,RM2a,9,6944,19,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0011123,37.79063618,-122.4034316,275,1987,2,S1a,7,7462,19,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0009120,37.79059486,-122.4002833,275,1959,2,S1a,9,8784,20,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0083397,37.78918474,-122.4060996,275,1907,2,W1a,9,2762,29,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0020728,37.78939988,-122.405624,275,1909,2,C1a,1,4672,25,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0071044,37.78795101,-122.4062457,275,1907,2,RM2a,9,2926,29,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0126841,37.78801781,-122.4043618,275,1907,2,S2c,1,2198,28,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0162109,37.78885769,-122.4023719,275,1969,2,S2c,9,888,23,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0158107,37.78876802,-122.4009875,275,1986,2,S1a,1,1288,29,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0009351,37.78910119,-122.4001281,275,2002,2,S2b,1,8598,29,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002486,37.79074027,-122.3976708,275,1985,2,S1a,9,24546,23,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004866,37.79032453,-122.3977377,275,1985,2,S1a,9,14336,22,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001035,37.79008495,-122.3953337,180,1905,2,RM2a,,48020,21,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001104,37.79030167,-122.3956134,180,1909,2,S2c,,45728,20,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0007679,37.78964735,-122.3952016,180,1907,2,S1a,1,10038,18,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0011445,37.78774269,-122.3987495,275,1911,2,RM2a,9,7268,22,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002320,37.789049,-122.3978237,275,1952,2,C2b,10,26042,28,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0009078,37.78595399,-122.3996672,275,1923,2,RM2a,9,8820,22,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0001680,37.78518751,-122.4011921,275,1906,2,S2b,,33554,21,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0139899,37.78624467,-122.3960805,275,1906,2,W1a,1,1990,27,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0032006,37.78699327,-122.3971352,275,1906,2,S2b,1,3822,19,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0024911,37.78694254,-122.3971941,275,1906,2,S2a,10,4258,22,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0022454,37.78674153,-122.3974539,275,1928,2,C2a,10,4482,18,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0011024,37.78992331,-122.3915178,180,1955,2,C2b,,7526,18,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0004075,37.78973717,-122.3917263,180,1951,2,RM2a,9,16354,25,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0006376,37.78673558,-122.3924191,180,1927,2,RM2a,1,11460,25,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0138411,37.78741264,-122.3940315,180,1913,2,C1b,10,2016,27,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0152480,37.78731647,-122.3938988,180,1913,2,C2b,10,1656,18,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0051496,37.78686914,-122.3942806,180,1967,2,C2c,1,3246,21,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0011298,37.78678842,-122.3941919,275,1939,2,C1b,1,7356,22,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0145922,37.78647668,-122.3945399,275,1958,2,RM2a,11,1862,21,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0079395,37.7864526,-122.3946318,275,1906,2,W1a,7,2814,29,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0009397,37.78627587,-122.3943036,275,1906,2,W2a,7,8566,24,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002851,37.78539161,-122.3933509,800,1982,2,C1b,1,21842,26,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0020270,37.79073754,-122.406908,800,1916,2,W1a,,4740,26,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0148734,37.79509628,-122.3996807,275,1916,2,C2c,,1782,25,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0166106,37.79456204,-122.4004205,275,1990,2,RM2a,,506,24,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0020413,37.79620941,-122.4040208,275,1941,1,S2a,9,2358,15,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0022124,37.79615995,-122.3971605,275,1965,1,C2c,1,2259,15,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0016583,37.79360261,-122.4068692,275,1900,1,RM2a,,2690,17,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0036729,37.79387094,-122.4007567,275,1905,1,W1a,1,1814,17,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0023802,37.79045191,-122.4050125,275,1906,1,C1b,9,2178,17,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0048975,37.78552178,-122.4037982,275,1900,1,RM2a,1,1650,14,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0017562,37.79395367,-122.3933536,180,1934,1,W1a,6,2586,15,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002719,37.79042023,-122.3941534,180,1900,1,C2b,,11381,15,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0024431,37.7906133,-122.3944062,180,1918,1,C2c,,2150,13,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0003335,37.78979913,-122.3953183,180,1908,1,C1a,1,9702,17,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0040664,37.78759908,-122.3985499,275,1913,1,C2c,9,1750,17,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0023382,37.78710218,-122.3973985,275,1906,1,S2c,1,2197,16,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0027115,37.7871541,-122.3973398,275,1924,1,C2a,10,2048,14,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0128562,37.78967247,-122.3930908,180,1942,1,RM2a,,1086,12,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0158004,37.78979197,-122.3929576,180,1915,1,W1a,,649,17,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0158081,37.78966948,-122.3929208,180,1906,1,W1a,,645,16,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0002069,37.78931422,-122.3925662,180,1980,1,W2a,,14302,15,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0106004,37.78971723,-122.3937779,180,1966,1,S2b,,1236,17,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0139446,37.79025768,-122.3935964,180,1913,1,C2c,,999,16,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0144315,37.78954242,-122.3935649,180,1920,1,S2c,,952,17,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0144499,37.79009977,-122.39381,180,1914,1,W1a,,950,16,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0145157,37.78954688,-122.3932264,180,1901,1,C2c,,942,16,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0147272,37.78968202,-122.3933854,180,1901,1,W1a,,912,16,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0155196,37.78996369,-122.3933712,180,1912,1,RM2a,,775,13,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0157274,37.78988606,-122.3933148,180,1901,1,RM1a,,686,13,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0157345,37.79008554,-122.3934082,180,1951,1,S1b,,682,16,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0157847,37.78991103,-122.3931225,180,1900,1,S1a,,657,16,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0157987,37.79008091,-122.3932771,180,1906,1,RM1a,,650,17,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0158103,37.78995102,-122.3935866,180,1902,1,S2c,,644,16,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0158197,37.78983307,-122.393564,180,1905,1,C1b,,640,16,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0158977,37.78954679,-122.393085,180,1916,1,S2a,,600,16,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0140596,37.78671851,-122.3928016,180,1950,1,C2c,10,989,17,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0023391,37.78602415,-122.3935303,800,1969,1,S1a,9,2196,16,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0023604,37.78614971,-122.393379,275,1969,1,RM2a,9,2186,17,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0159603,37.78597373,-122.3933239,800,1969,1,W1a,9,569,17,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0161399,37.78576636,-122.392985,800,1900,1,RM1a,2,482,16,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0009576,37.78735353,-122.3899478,800,1928,1,S2b,,4226,17,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0022259,37.78713383,-122.3902737,800,1911,1,RM1a,,2252,13,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0141527,37.79022575,-122.3931024,180,1910,1,RM2a,,981,16,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0141528,37.79004402,-122.3928723,180,1913,1,C2a,,981,16,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
SF201006.0141541,37.78988774,-122.3926768,180,1967,1,W1a,,980,15,"[15, 30, 42,72,108,144,224,285,475,712,975,1642,2475,3308,4975]"
